Intensity puf3a	Intensity puf3b	Intensity puf3c	Intensity puf3d	Intensity puf3e	Intensity wta	Intensity wtb	Intensity wtc	Intensity wtd	Intensity wte	Only identified by site	Reverse	Contaminant	t-test Significant	PEP	Intensity	Unique peptides	Unique peptides puf3a	Unique peptides puf3b	Unique peptides puf3c	Unique peptides puf3d	Unique peptides puf3e	Unique peptides wta	Unique peptides wtb	Unique peptides wtc	Unique peptides wtd	Unique peptides wte	Sequence coverage [%]	Peptide IDs	Sequence coverage puf3a [%]	Sequence coverage puf3b [%]	Sequence coverage puf3c [%]	Sequence coverage puf3d [%]	Sequence coverage puf3e [%]	Sequence coverage wta [%]	Sequence coverage wtb [%]	Sequence coverage wtc [%]	Sequence coverage wtd [%]	Sequence coverage wte [%]	-Log t-test p value	t-test Difference	Protein IDs	Majority protein IDs
#!{Type}E	E	E	E	E	E	E	E	E	E	C	C	C	C	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	T	T
#!{C:Group1}puf3	puf3	puf3	puf3	puf3	wt	wt	wt	wt	wt																																	
23.72744	20.13934	19.00797	23.24768	23.6698	22.97698	23.16697	23.16566	23.26241	18.6107					6.2785E-08	74339000	1	1	0	0	1	1	1	1	1	1	0	10.4	115	10.4	0	0	10.4	10.4	10.4	10.4	10.4	10.4	0	0.0749845690222498	-0.27809829711914	YOR327C	YOR327C
28.01127	27.73918	28.46186	28.0921	27.78044	27.18792	27.70754	27.46692	27.71947	27.2571				+	3.7767E-140	2320000000	14	11	9	11	10	7	8	9	10	9	8	60.5	NaN	48.1	48.5	52.8	45.5	32.6	37.3	41.6	44.2	39.1	38.2	1.91496642156762	0.549178695678709	YOR332W	YOR332W
29.71741	29.9806	29.93255	30.03577	30.40761	29.7851	29.81621	29.95532	29.50404	29.90182					0	10168000000	36	21	23	25	23	22	23	22	27	18	25	44.6	NaN	28.8	31.4	33.5	30.9	30.4	32.8	28.5	35.7	23.8	33.3	0.846437990807614	0.222291183471679	YOR335C	YOR335C
21.53331	18.90731	24.07341	19.91211	21.92633	18.63198	22.46613	21.94306	20.59037	19.92799					2.4046E-11	35487000	6	1	0	1	1	1	0	2	2	0	0	24.8	NaN	3.7	0	3.7	2.8	3.7	0	9.8	12	0	0	0.198581674196145	0.558587265014648	YOR340C	YOR340C
26.97509	26.39039	26.71856	27.11565	26.8832	26.64086	26.93416	26.75697	26.22258	26.68913					4.4949E-217	1132300000	24	15	11	13	13	10	14	16	16	13	14	20.7	NaN	13.5	10.3	12.1	12.7	9.3	11.9	14	14.3	11.5	13.4	0.448759382228658	0.167839050292969	YOR341W	YOR341W
21.39147	23.64592	20.30492	23.99628	25.29369	23.9612	23.70609	22.07421	18.91085	19.21526					1.0201E-52	108670000	6	1	3	0	2	4	3	4	1	1	0	18.8	NaN	7.1	12.3	2.2	6.3	16.2	13.8	16.4	4.7	4.7	2.2	0.438037205024578	1.35293579101563	YOR347C	YOR347C
21.621	21.5925	22.70822	22.06424	21.94389	18.32405	19.82802	18.13271	20.03425	19.65122				+	1.9409E-19	21660000	4	1	1	2	1	1	0	0	0	0	0	8.5	NaN	1.9	2	4.6	1.9	2	0	0	0	0	0	3.59973587492772	2.79191818237305	YOR354C	YOR354C
27.0257	26.58721	26.92931	27.12692	27.75958	25.97058	25.99757	26.00612	26.48442	26.47836				+	1.659E-98	1126600000	17	8	8	8	12	10	6	6	7	8	8	27	NaN	12.6	14.9	14.9	20.2	17.4	11	9.6	12.6	13.2	14.9	2.38864518510217	0.898334121704103	YOR361C	YOR361C
24.92931	24.89264	23.73324	26.46924	27.66404	23.58095	23.85072	23.16192	25.43946	25.19806					2.3274E-48	503670000	8	4	4	1	3	4	1	3	1	2	2	34.7	NaN	18.4	15.6	4.2	11.8	16	6.6	11.5	3.1	8.7	8	0.809411972493726	1.2914722442627	YOR362C	YOR362C
19.21888	22.10642	20.20107	20.68106	21.03966	20.88614	19.94407	21.32531	20.43308	20.49306					8.1017E-05	13654000	2	0	2	0	1	0	1	0	1	1	1	13.5	NaN	0	13.5	0	6.5	0	6.5	0	6.5	6.5	7	0.0215094268250344	0.0330841064453153	YOR367W	YOR367W
30.86282	30.94977	31.20955	31.25637	31.14795	29.98074	30.2664	30.62793	30.22722	30.8178				+	1.7192E-56	18614000000	6	6	6	6	6	6	5	5	6	6	5	33.6	NaN	33.6	33.6	33.6	33.6	33.6	33.6	33.6	33.6	33.6	33.6	2.50649282159886	0.701275634765626	YOR369C	YOR369C
21.20991	24.35662	20.59012	23.36359	20.13834	22.06102	22.06963	22.91143	23.03991	23.9444					5.8158E-47	78866000	6	1	5	1	3	1	2	2	4	1	4	11.1	NaN	2.3	9	2.3	5.6	1.5	4.5	4.5	7.8	1.5	7.1	0.448195095664346	-0.87356071472168	YOR370C	YOR370C
25.63625	26.44131	25.96248	26.22865	26.43617	25.74312	25.21749	24.78741	25.25656	25.98742				+	1.8987E-90	608840000	15	6	9	7	7	8	8	5	5	7	8	41.2	NaN	18.1	26.2	20.2	23.3	22	26	15.8	15.6	19.1	22.4	1.66392033213954	0.742574310302736	YOR374W	YOR374W
28.80833	29.0391	28.95571	28.95779	29.12255	28.22743	28.92502	28.68983	28.27039	28.59345				+	0	4634000000	20	14	14	13	14	13	13	15	17	11	13	61.9	NaN	45.2	42.3	40.7	47.8	43.4	39.9	44.5	52.2	32.2	39.4	1.82453170706622	0.43547248840332	YOR375C;YAL062W	YOR375C
26.95449	25.89092	27.41264	25.99634	27.05434	26.27647	26.82602	26.00569	26.83521	26.09857					7.9517E-217	1036500000	8	5	3	7	3	6	6	6	5	6	4	35.5	NaN	25.2	20.2	30.2	19.4	27.3	27.9	27.3	24.3	27.6	23.8	0.308292683651374	0.253357315063475	YPL004C	YPL004C
24.2727	24.38001	23.0471	24.23381	25.16289	23.94288	24.05813	23.56871	23.77485	24.93382					1.3283E-34	200500000	6	3	3	1	3	5	3	3	2	3	5	6.3	NaN	3.2	3.3	1.2	3	5.4	3.3	3.3	2.3	3.3	5.4	0.153925374774211	0.163622665405274	YPL009C	YPL009C
20.5681	22.54045	22.67394	22.55967	20.6471	22.69532	22.73082	22.78061	22.51677	23.17744					8.9323E-06	55419000	2	0	1	1	1	0	1	1	1	1	2	16.4	NaN	0	9	9	9	0	9	9	9	9	16.4	1.07399395110036	-0.982341384887697	YPL010W	YPL010W
21.20048	24.09346	23.34719	23.58233	24.39604	19.83865	21.2789	22.89015	18.79336	22.64324					1.8507E-37	79943000	3	1	2	2	2	3	0	0	2	0	1	3.7	NaN	1.2	2.5	2.5	2.5	3.7	0	0	2.5	0	1.3	1.29857446104572	2.23503875732422	YPL012W	YPL012W
22.83856	18.86602	21.95504	22.93387	23.44405	22.13921	20.17658	22.47184	21.41483	19.15794					5.608E-70	45408000	4	2	0	1	1	2	1	1	2	1	0	7.2	NaN	4.4	0	2.9	2.9	4.3	2.9	1.4	4.4	2.9	0	0.409201234312597	0.935427093505862	YPL023C	YPL023C
29.97856	29.86604	29.85383	29.83708	29.85454	29.26378	29.09174	29.69528	29.02836	29.32258				+	0	8241500000	18	15	16	14	14	15	13	11	14	12	11	61.1	NaN	54	58.5	51.5	53	54	50.8	43.2	52	44.5	41.7	2.97479867496111	0.597658920288087	YPL028W	YPL028W
23.3978	23.06996	23.05308	24.20187	24.72041	23.73159	22.25278	24.08982	22.07195	23.45689					3.4044E-65	128210000	5	2	1	2	2	2	3	1	2	1	1	7.2	NaN	3.5	2.2	3.4	3.4	3.4	4.6	2.2	3.4	2.2	2.2	0.509505728201391	0.568019866943359	YPL032C	YPL032C
26.46091	26.33673	26.11362	24.76344	27.49686	23.93814	25.0561	25.6746	25.3508	26.10969					2.5412E-69	687330000	5	3	2	2	2	4	2	3	3	3	3	42.7	NaN	38.2	22.3	25.5	16.6	40.1	25.5	38.2	29.3	38.2	35.7	0.938070833462557	1.008447265625	YPL037C	YPL037C
19.70932	20.89866	22.22034	20.05789	22.26256	17.32026	18.84684	19.29501	19.74005	21.4369					2.6431E-05	14712000	3	0	1	2	0	1	0	0	0	0	1	2.9	NaN	0	0.7	2	0	0.7	0	0	0	0	0.9	1.09224481082361	1.70194320678711	YPL040C	YPL040C
27.91934	27.48823	28.12288	27.87549	28.41885	26.92773	27.69988	26.76812	27.35001	27.48769				+	6.9132E-154	2158700000	12	7	6	7	6	10	6	7	5	6	7	33	NaN	19.5	21.2	21.4	19	31.1	18.6	21.4	16.4	18.8	23.6	1.83415100550723	0.718268203735349	YPL048W	YPL048W
21.48562	20.30981	17.7561	18.80801	18.16798	21.2939	21.52492	18.30281	21.96176	21.33609					9.4716E-36	15257000	2	1	0	0	0	0	1	1	0	2	1	8.2	NaN	4.4	0	0	0	0	4.4	4.4	0	8.2	4.4	0.861265001979124	-1.57839317321777	YPL049C	YPL049C
25.98375	25.76045	25.68151	22.47098	23.13028	24.76638	24.90729	24.8009	24.60682	24.76981					8.0118E-31	335400000	3	2	3	2	1	1	2	1	2	2	2	28.7	NaN	20	28.7	20	10	10	20	10	20	20	20	0.0804279736323968	-0.16484718322754	YPL059W	YPL059W
31.45949	31.53668	31.63962	31.35411	31.82582	31.0867	31.07788	31.11836	30.90419	31.17176				+	0	27272000000	34	20	29	25	27	25	23	21	25	20	25	74	NaN	48.6	63.4	56.6	64.6	58.4	57.2	52	57.6	49.2	56.6	3.14900913990078	0.49136047363281	YPL061W	YPL061W
22.15208	18.56091	21.25868	18.76612	19.07628	21.13383	21.10847	19.09196	21.60368	19.81087					2.2418E-07	14918000	2	2	0	1	0	0	1	1	0	2	0	15.7	NaN	15.7	0	8.1	0	0	8.1	7.6	0	15.7	0	0.285438054525414	-0.586947250366212	YPL067C	YPL067C
21.40194	19.71326	18.81552	20.23084	20.38918	21.28399	21.12395	20.84999	25.27138	23.183				+	2.796E-37	54860000	1	0	0	0	0	0	1	1	0	1	1	51.2	NaN	35	39.4	44.4	39.4	35	46.2	46.2	39.4	41.9	40.6	1.34583266394062	-2.23231315612793	YPL079W	YPL079W
23.13655	22.97628	22.43644	22.90767	22.4215	22.27452	22.36025	22.02898	22.79634	22.83644					1.3764E-21	66146000	4	2	2	1	2	1	1	1	1	3	3	5.5	NaN	3.1	3.1	1.5	3.1	1.5	1.5	1.5	1.5	4.1	4.4	0.751993541244316	0.316385650634768	YPL084W	YPL084W
19.97683	18.14101	21.05112	18.45659	22.54243	21.60209	22.19719	19.18587	20.72359	21.34657					4.7118E-28	21268000	8	0	1	2	0	2	2	2	1	1	1	5.7	NaN	0	0.7	1.5	0	1	1.1	1.5	0.5	1.2	0.5	0.466630547170019	-0.977462387084959	YPL085W	YPL085W
21.66553	24.40152	23.2967	24.77625	24.9722	24.04435	24.32985	24.04968	23.52385	23.13472					1.9673E-41	174460000	9	1	5	3	4	6	5	4	4	3	3	19.7	NaN	4.7	13.3	8.1	10.8	14.5	12.4	7.7	10.1	8.3	9	0.00309223887282476	0.005950927734375	YPL086C	YPL086C
26.92818	27.78269	26.21605	27.34858	26.35857	26.90461	26.57888	27.1031	26.46128	26.84984					5.4723E-108	1276900000	12	6	8	6	6	5	6	7	7	7	7	39.8	NaN	23.2	29.2	23.6	22.4	16.1	23.4	27.1	27.7	24.6	26.3	0.184252146300685	0.147274017333984	YPL091W	YPL091W
26.85507	26.16745	26.06554	25.08853	27.21651	24.73686	25.77467	25.72333	25.64949	25.94233					2.8091E-155	716490000	18	10	6	7	6	13	5	7	6	6	5	28.7	NaN	16.8	7.7	11.4	9.4	24.1	8.2	12.7	11.7	10.8	9	0.883461440869565	0.713284301757813	YPL093W	YPL093W
22.34237	18.55914	18.78965	22.12795	23.10165	21.60023	22.00484	20.78101	21.44884	18.5067					1.9716E-10	30954000	3	2	0	0	2	3	2	2	1	2	0	6.8	NaN	2.9	0	0	2.9	6.8	2.9	2.9	1.5	2.9	0	0.035407504558055	0.115830230712891	YPL105C	YPL105C
31.0822	30.55105	30.75007	30.50313	31.20204	30.17677	30.53083	30.58996	30.1121	30.72834					0	16965000000	32	21	20	22	20	24	21	20	25	19	23	59.2	NaN	48.9	49.4	46.5	45.6	53.8	50.4	47.8	55.3	48.2	51.8	1.16976807024082	0.390102005004884	YPL106C	YPL106C
23.94235	24.73469	24.96482	24.55391	25.43256	24.15769	25.06443	23.70071	23.85329	24.03834					2.704E-47	246520000	8	3	5	4	3	5	4	5	3	4	4	38.4	NaN	18	28.5	18.3	23.1	28.8	26.4	24.9	18	22.5	24.3	0.858949974675447	0.5627742767334	YPL111W	YPL111W
25.65663	24.99278	25.48256	25.13895	26.52277	23.34299	25.64367	24.27242	24.71775	25.26345					3.4341E-64	417720000	10	4	4	4	4	5	1	5	3	3	4	44.4	NaN	22.2	12.5	22.9	22.9	30.2	5.9	23.3	13.5	17.4	21.2	1.0180387627378	0.910683441162107	YPL117C	YPL117C
20.36083	20.86522	19.0177	20.12578	22.47776	19.16183	18.68062	20.83699	19.49047	19.64639					6.864E-18	9715800	2	0	1	0	1	1	0	0	1	0	1	9.9	NaN	0	4.7	0	4.7	5.2	0	0	4.7	0	4.7	0.766991451436094	1.00619812011719	YPL118W	YPL118W
27.58656	19.42484	22.19415	27.32706	25.26496	27.46147	27.24136	19.82314	25.04419	27.41482					0.0045338	972040000	1	1	0	1	1	1	1	1	0	1	1	1.3	6745	1.3	0	1.3	1.3	1.3	1.3	1.3	0	1.3	1.3	0.192766126479101	-1.03748092651367	YPL120W	YPL120W
22.97773	21.55422	21.04126	22.41421	22.54272	21.55693	22.83376	22.63243	23.15891	21.12111					8.3285E-106	53906000	7	4	1	1	2	2	2	2	2	4	1	11.3	NaN	6.6	1.6	1.6	2.8	2.9	2.9	2.7	2.7	6.8	1.6	0.109776896592435	-0.154599761962892	YPL126W	YPL126W
23.24919	23.51917	23.75674	23.78806	23.75328	23.08763	22.77278	22.81494	22.48015	21.76255				+	1.0768E-24	97658000	5	3	3	3	3	4	2	2	3	2	2	22.5	NaN	14	14	14	14	17.1	9.7	9.7	14	9.7	8.5	2.48454446136304	1.02967910766602	YPL127C	YPL127C
23.35043	24.20367	24.27647	24.24887	24.29453	18.70428	23.09268	19.83678	18.55551	23.61482				+	3.5888E-43	114390000	4	2	3	3	2	3	1	2	1	1	2	23.8	NaN	9.8	20.9	20.9	14.3	20.9	6.6	9.4	6.6	6.6	13.9	1.77654282035453	3.31397972106933	YPL129W	YPL129W
29.8057	29.61001	29.99537	29.74557	30.94489	29.51544	29.34729	29.34877	29.27553	29.53833				+	1.9905E-141	9358900000	9	6	5	6	5	7	5	6	5	6	5	45.5	NaN	32.7	25.3	34.3	25.3	30.6	26.6	32.7	26.9	32.7	25.3	1.44140193263843	0.615238571166991	YPL131W	YPL131W
28.50775	28.39505	28.45838	28.97962	28.88681	28.3726	28.51431	28.4004	28.14788	28.25061					1.9233E-78	3831200000	1	1	1	1	1	1	1	1	1	1	1	47.7	NaN	39.3	47.7	32.7	47.7	39.3	47.7	41.1	47.7	41.1	41.1	1.28192215656254	0.308363342285155	YPL143W	YPL143W
25.07088	26.10434	26.46852	26.57465	26.29565	25.70007	25.30058	25.69179	25.50003	26.41603					1.0944E-66	669590000	14	5	6	6	7	7	5	3	6	5	7	38.2	NaN	14.3	21.7	19.8	20.3	18.7	16.8	9	17.1	13.1	20.5	0.552089349361761	0.381106567382812	YPL145C	YPL145C
23.91762	26.56308	23.67917	23.58509	24.36246	22.64381	23.44556	23.29095	23.1142	22.58036				+	6.6491E-25	206170000	7	3	4	3	1	3	1	2	3	2	1	19.3	NaN	10.3	11.6	8.1	5.1	10.3	5.1	6.8	11	7.3	5.1	1.38605545198654	1.40650596618653	YPL146C	YPL146C
26.09601	24.45926	25.76552	26.58578	26.00187	25.73727	25.01572	24.48794	22.90764	25.93339					5.5989E-195	505090000	10	5	4	6	8	6	4	5	2	2	6	29.4	NaN	15.8	11.9	22.7	22.5	22	11.6	15.6	7.2	3.5	17.8	0.75606684929866	0.965296936035156	YPL154C	YPL154C
29.43195	29.21394	29.72568	29.43382	29.76074	28.97678	29.10807	29.00268	28.81391	28.9767				+	0	6514600000	38	26	19	22	21	25	22	18	22	20	22	38.9	NaN	33.2	23.9	29.1	25.6	28.7	24.8	23.3	24.7	25.5	26.9	2.8550658398104	0.537598037719729	YPL160W	YPL160W
21.6923	24.0739	21.64438	24.81563	19.1433	21.26431	22.22108	24.25803	20.68577	23.83788					3.0325E-17	98007000	4	1	2	1	3	0	1	2	3	1	2	9	NaN	2.7	5.3	2.7	7.2	0	2.7	4.5	7.2	2.7	5.3	0.0520275220479291	-0.179512023925781	YPL169C	YPL169C
22.76573	22.94253	20.12601	23.58451	24.12282	22.38519	23.39034	22.99433	23.06876	22.95479					1.5966E-142	87796000	7	3	4	0	5	5	2	4	4	3	4	8.6	NaN	4	4.8	0	7	6.5	3.3	6	6	4.2	5.1	0.135049622436556	-0.250363159179688	YPL183C	YPL183C
21.5567	20.58353	19.09573	21.07483	22.19328	21.13207	22.21913	21.1237	20.89623	19.65678					7.455E-10	23904000	2	1	1	0	1	1	2	1	1	1	1	3.3	NaN	1.8	1.8	0	1.8	1.8	3.3	1.8	1.8	1.8	1.8	0.0562198307841398	-0.104767990112304	YPL184C	YPL184C
22.16748	17.93403	22.41972	21.68769	20.89186	20.11235	17.75916	20.71917	17.56729	17.51742					6.3202E-24	15425000	5	1	0	2	1	0	0	1	1	1	0	7.2	NaN	1.1	0	3.5	1.2	0	0	1.4	1.2	1.4	0	1.18573466190217	2.28507881164551	YPL190C	YPL190C
22.90799	21.66519	23.09764	19.62564	22.0778	21.54302	21.35197	18.67214	20.84015	21.07685					1.7145E-55	31094000	2	2	0	2	0	1	1	1	0	1	1	3.3	NaN	3.3	0	3.3	0	1.7	1.7	1.7	0	1.7	1.7	0.735548213721079	1.17802276611328	YPL195W	YPL195W
19.11166	21.47348	21.1815	21.35703	21.35272	19.72353	21.75197	20.90219	19.9371	20.7401					0.00045787	14186000	2	0	1	1	1	1	0	1	0	0	0	4.3	NaN	0	2.4	2.4	2.4	2.4	0	1.8	0	0	0	0.196809609889974	0.284299468994142	YPL204W;YER123W	YPL204W;YER123W
25.33258	24.9729	24.34245	24.735	25.04018	23.85139	23.99998	24.25314	23.63567	23.42842				+	2.3918E-88	235110000	9	5	6	2	3	4	2	3	4	3	2	19.8	NaN	10.8	11.2	4.4	9.1	8.9	4.4	5.9	7.2	6.1	4.4	2.8711301772003	1.05090637207031	YPL210C	YPL210C
22.54673	21.01652	23.51617	22.70284	22.83115	22.75289	22.71787	21.59628	18.90185	21.21216					3.2828E-05	49551000	3	1	0	2	1	1	1	1	1	0	0	15.5	NaN	5.5	0	10.5	5	5.5	5.5	5.5	5.5	0	0	0.659933315823094	1.08647155761719	YPL211W	YPL211W
22.04343	23.6202	23.58474	23.87117	25.13899	22.05109	22.94864	19.93157	21.64865	24.65294					2.5763E-21	125200000	8	1	2	3	2	5	1	2	1	1	4	18.9	NaN	2.6	4.8	7.7	3.9	10.1	1.7	3.9	1.8	2.2	9.4	0.783072203465134	1.40513153076172	YPL212C	YPL212C
19.40108	21.99903	21.95596	21.68727	18.57698	21.17133	20.82092	20.21857	17.60584	18.96214					5.1095E-09	14691000	3	1	1	1	2	0	1	0	0	0	0	3	NaN	0.8	1.1	1.1	1.9	0	1.1	0	0	0	0	0.455920159056467	0.968302154541014	YPL217C	YPL217C
27.32852	26.76926	27.24726	26.55399	26.44947	25.13845	25.76058	27.03549	26.57917	26.65758					3.5235E-63	1069900000	7	3	4	3	4	4	1	3	4	4	5	49.5	NaN	23.2	28.9	23.2	28.9	30	11.1	23.2	28.9	30	35.8	0.854628198891285	0.635446166992189	YPL218W	YPL218W
27.21317	27.06178	27.4698	26.63658	26.84206	26.55868	26.29955	26.95349	26.05517	26.95682					2.7665E-118	1217600000	8	7	5	7	6	4	6	6	6	7	6	50.7	NaN	45.9	33.6	50.7	39.7	30.8	45.9	41.1	41.1	45.9	45.2	1.15663564249412	0.479935455322266	YPL225W	YPL225W
27.23087	27.19489	27.46162	27.45764	27.88617	27.34477	26.27812	26.83617	26.58606	26.56389				+	9.3992E-304	1499900000	31	13	13	17	16	17	12	12	15	13	14	32.8	NaN	17.1	18.1	19	19.3	20.9	16.3	15.3	19.1	17	18.6	1.98552435652808	0.724432754516602	YPL226W	YPL226W
22.12918	20.82151	21.31805	21.23099	22.79952	21.9782	21.21247	18.85212	20.62292	17.02832					1.0148E-24	27126000	5	2	1	1	1	2	2	1	0	1	1	13.1	NaN	6.4	2.9	2.9	3.1	4.6	6	2.9	0	2.9	2	0.955830831288126	1.72104606628418	YPL228W	YPL228W
31.07329	31.27058	31.2906	31.23324	31.51277	30.57957	30.90347	30.80455	30.76967	30.78207				+	0	22230000000	86	52	47	50	56	53	49	57	46	48	48	53.9	NaN	37.4	31.7	32.9	38.9	39	36.4	37.3	34	32.4	32.6	3.3825837386342	0.508231735229494	YPL231W	YPL231W
23.24271	23.85472	24.53931	22.96686	23.85453	23.83846	23.25133	23.80203	23.63876	22.23283					3.3225E-61	130440000	5	2	3	3	2	2	3	1	3	2	2	15.1	NaN	5.9	9.8	8.1	5.9	5.5	9.3	2.3	9.3	5.5	7	0.369485137333729	0.338941192626951	YPL235W	YPL235W
28.22076	28.09773	28.23708	28.36219	28.85967	28.00346	27.86035	28.00131	27.62059	27.76243				+	2.0125E-98	2964100000	14	6	8	10	6	8	8	8	9	6	5	56.1	NaN	35.1	40	46	32.3	37.2	35.1	35.4	36.8	27.7	27.7	1.98786935720694	0.505857086181642	YPL237W	YPL237W
20.13561	23.73024	23.12545	19.99686	23.626	18.54166	18.28044	18.97321	19.56592	22.83742					1.0585E-24	45711000	5	0	3	2	1	3	1	1	0	1	2	35.5	NaN	0	20.5	15	9	21.5	9	9	0	9	15.5	1.15944769625658	2.48310279846191	YPL239W	YPL239W
26.95981	27.95366	28.0425	27.15538	27.81696	26.25068	26.07003	26.51417	25.9895	25.86027				+	0	1426500000	8	3	3	7	4	6	4	3	3	3	3	50.4	NaN	33.9	33.3	42.7	34.6	44.1	39.5	34.1	39.5	36.7	39.8	3.41016023366558	1.44872894287109	YPL240C	YPL240C
23.0332	24.03733	24.01342	23.51593	25.5362	23.38535	24.22612	23.01563	22.74858	23.43974					9.3912E-107	160870000	11	2	3	3	1	7	1	3	4	1	2	23.9	NaN	4	6.2	8.2	2.3	15.9	2.3	5.5	7.3	2.3	3.7	0.675274479368618	0.664133453369139	YPL243W	YPL243W
24.72583	22.73915	26.58721	26.25737	26.17263	26.21693	25.82568	26.03984	25.81083	22.88718					4.9915E-58	564490000	2	1	1	2	2	1	2	2	2	2	1	57	NaN	41	43	50	43	50	50	50	50	57	34	0.0216650505514107	-0.0596584320068345	YPL249C-A	YPL249C-A
23.91114	24.80203	23.54828	22.9785	24.04277	23.01529	23.66134	23.1889	23.34665	23.42688					2.7973E-35	136090000	9	2	5	3	3	3	2	3	2	3	4	20	NaN	6.9	13.8	9.4	8.7	5.8	6.7	9.4	5.3	8.5	11.4	0.866213388848695	0.528730392456055	YPL260W	YPL260W
26.64828	26.22172	26.77794	26.58219	26.38293	26.22556	26.07167	26.12199	25.17024	25.68129				+	1.1603E-62	800080000	12	8	6	6	7	6	7	8	7	5	6	37.1	NaN	24.6	23.8	18.2	24	17.6	24	21.9	23.2	13.1	15.2	1.81289787560246	0.66846046447754	YPL262W	YPL262W
23.32937	24.58812	20.81417	23.49057	19.35978	22.45961	22.7145	20.18715	22.88989	22.1528					2.0241E-40	74477000	4	1	2	1	2	0	1	1	0	1	1	9.1	NaN	1.5	3.4	2	5.2	0	1.5	1.5	0	1.5	1.5	0.0794276677826277	0.235612106323241	YPL263C	YPL263C
18.99694	19.93977	26.47908	27.17693	27.8236	26.00862	19.9511	26.34554	26.11207	26.36456					0.00014712	794520000	2	0	0	1	1	2	1	0	1	1	1	3.6	NaN	0	0	2.1	2.1	3.6	2.1	0	2.1	2.1	2.1	0.147857399460798	-0.873112487792966	YPL265W	YPL265W
24.51111	24.19663	24.59491	24.27306	23.57646	23.45387	23.59491	23.9679	23.39624	24.37418					9.8382E-22	174610000	4	2	2	2	2	1	2	3	2	2	3	13.8	NaN	8.2	8.2	8.2	6.9	3.5	8.2	11.6	8.2	8.2	9.1	0.989659193035573	0.473014831542969	YPL266W	YPL266W
18.53795	19.19074	21.36997	18.0306	20.46404	19.84028	20.15624	21.27946	21.26894	18.45257					1.9234E-13	9609500	2	1	0	2	0	1	0	0	1	1	0	38.7	NaN	21	0	38.7	0	21	0	0	17.7	17.7	0	0.372024015777783	-0.680837631225586	YPL271W	YPL271W
25.51872	25.58162	25.0011	26.05306	25.79213	24.71869	25.3664	25.05519	25.10025	25.66226					1.4429E-52	454400000	10	4	4	2	7	3	3	4	2	3	4	37.5	NaN	19.1	17.5	7.4	29.2	10.2	15.4	12.6	6.2	10.2	18.8	0.917801756470709	0.408768463134766	YPL273W;YMR321C	YPL273W
25.06636	24.94847	24.62025	25.51141	24.53356	24.01725	24.4424	24.34347	22.03621	22.92015				+	8.519E-131	238720000	7	5	6	4	5	4	4	4	3	3	3	34.3	NaN	23	28.5	18.3	26.7	17.7	18.3	16.9	12.2	12.2	14	1.62403557271165	1.38411636352539	YPR004C	YPR004C
26.30419	25.45739	25.49841	26.49908	27.29342	25.09885	25.99427	26.37139	25.53368	26.16298					1.835E-234	748970000	18	8	8	6	9	11	5	9	11	8	10	21.4	NaN	9.7	11.4	7.1	13.1	14	6.7	12.8	14.5	10.7	14.2	0.414277356250284	0.378265380859375	YPR010C	YPR010C
25.61237	27.70306	26.19191	27.78575	27.63568	25.3888	24.83152	25.39911	25.49326	27.51758					4.3737E-64	1143800000	4	3	2	4	3	2	4	3	2	4	2	27.8	NaN	22	12.7	27.8	22	12.7	27.8	22	12.7	27.8	12.7	1.05805377736143	1.25970039367676	YPR016C	YPR016C
21.63657	19.55277	21.78013	18.45479	21.818	20.10776	19.72164	18.8013	21.48734	23.52097					1.0074E-38	27435000	8	1	1	2	0	2	1	0	0	2	3	9.4	NaN	1.3	1.1	2.1	0	2.5	1.3	0	0	1.9	3.1	0.0254948689489171	-0.0793495178222656	YPR019W	YPR019W
20.0472	22.14099	21.44773	22.71655	22.80394	22.20562	23.35891	21.47482	22.46792	22.23281					1.8159E-22	50940000	3	0	1	1	1	1	2	2	1	2	1	15.6	NaN	0	4.4	6.7	4.4	4.4	11.1	11.1	6.7	11.1	4.4	0.389875732283462	-0.516729736328124	YPR028W	YPR028W
19.34346	21.34256	19.36731	21.56104	21.39357	21.18323	21.69124	20.4714	17.67229	19.90681					2.29E-07	13348000	3	0	1	0	1	1	0	1	1	0	0	3.5	NaN	0	1.1	0	1.3	1.3	0	1.1	1.3	0	0	0.191973160039313	0.416595077514646	YPR029C	YPR029C
28.79126	28.43559	28.36624	28.51713	28.50888	28.36757	27.64554	28.15262	27.68859	28.49926				+	4.8157E-284	3390200000	20	14	15	12	16	13	15	11	15	12	13	42.3	NaN	33.2	33.9	29.7	37.7	29.3	35.2	27.5	37	27.8	31.7	1.36838427182056	0.453104019165039	YPR033C	YPR033C
20.13227	21.06513	20.71627	21.77824	20.90426	18.73639	21.09107	21.44773	20.57994	20.28567					4.4677E-07	14415000	2	0	1	0	1	1	0	1	1	1	0	6.3	NaN	0	4.4	0	4.4	1.9	0	4.4	4.4	4.4	0	0.410451820311107	0.491074752807616	YPR034W	YPR034W
26.47191	25.24045	27.75149	25.66977	26.73673	25.6844	25.84228	26.30325	25.96928	24.21438					9.1887E-73	805940000	7	4	2	6	3	4	4	4	5	5	3	20	NaN	13.2	8.9	17.6	11.4	13.2	13.5	13.8	15.1	15.7	11.4	0.675729824808984	0.771354293823244	YPR035W	YPR035W
